 1.00000000e+04  2.21363512e+01 
 1.02329299e+04  2.21363223e+01 
 1.04712855e+04  2.21362919e+01 
 1.07151931e+04  2.21362601e+01 
 1.09647820e+04  2.21362269e+01 
 1.12201845e+04  2.21361920e+01 
 1.14815362e+04  2.21361555e+01 
 1.17489755e+04  2.21361173e+01 
 1.20226443e+04  2.21360773e+01 
 1.23026877e+04  2.21360354e+01 
 1.25892541e+04  2.21359916e+01 
 1.28824955e+04  2.21359456e+01 
 1.31825674e+04  2.21358975e+01 
 1.34896288e+04  2.21358472e+01 
 1.38038426e+04  2.21357944e+01 
 1.41253754e+04  2.21357392e+01 
 1.44543977e+04  2.21356814e+01 
 1.47910839e+04  2.21356208e+01 
 1.51356125e+04  2.21355574e+01 
 1.54881662e+04  2.21354911e+01 
 1.58489319e+04  2.21354215e+01 
 1.62181010e+04  2.21353487e+01 
 1.65958691e+04  2.21352725e+01 
 1.69824365e+04  2.21351927e+01 
 1.73780083e+04  2.21351091e+01 
 1.77827941e+04  2.21350216e+01 
 1.81970086e+04  2.21349300e+01 
 1.86208714e+04  2.21348340e+01 
 1.90546072e+04  2.21347335e+01 
 1.94984460e+04  2.21346283e+01 
 1.99526231e+04  2.21345181e+01 
 2.04173794e+04  2.21344028e+01 
 2.08929613e+04  2.21342820e+01 
 2.13796209e+04  2.21341555e+01 
 2.18776162e+04  2.21340230e+01 
 2.23872114e+04  2.21338844e+01 
 2.29086765e+04  2.21337391e+01 
 2.34422882e+04  2.21335871e+01 
 2.39883292e+04  2.21334278e+01 
 2.45470892e+04  2.21332611e+01 
 2.51188643e+04  2.21330865e+01 
 2.57039578e+04  2.21329037e+01 
 2.63026799e+04  2.21327122e+01 
 2.69153480e+04  2.21325118e+01 
 2.75422870e+04  2.21323019e+01 
 2.81838293e+04  2.21320821e+01 
 2.88403150e+04  2.21318520e+01 
 2.95120923e+04  2.21316110e+01 
 3.01995172e+04  2.21313586e+01 
 3.09029543e+04  2.21310944e+01 
 3.16227766e+04  2.21308177e+01 
 3.23593657e+04  2.21305280e+01 
 3.31131121e+04  2.21302247e+01 
 3.38844156e+04  2.21299070e+01 
 3.46736850e+04  2.21295744e+01 
 3.54813389e+04  2.21292262e+01 
 3.63078055e+04  2.21288615e+01 
 3.71535229e+04  2.21284796e+01 
 3.80189396e+04  2.21280798e+01 
 3.89045145e+04  2.21276611e+01 
 3.98107171e+04  2.21272227e+01 
 4.07380278e+04  2.21267637e+01 
 4.16869383e+04  2.21262830e+01 
 4.26579519e+04  2.21257797e+01 
 4.36515832e+04  2.21252527e+01 
 4.46683592e+04  2.21247009e+01 
 4.57088190e+04  2.21241231e+01 
 4.67735141e+04  2.21235181e+01 
 4.78630092e+04  2.21228846e+01 
 4.89778819e+04  2.21222213e+01 
 5.01187234e+04  2.21215268e+01 
 5.12861384e+04  2.21207995e+01 
 5.24807460e+04  2.21200381e+01 
 5.37031796e+04  2.21192407e+01 
 5.49540874e+04  2.21184059e+01 
 5.62341325e+04  2.21175317e+01 
 5.75439937e+04  2.21166165e+01 
 5.88843655e+04  2.21156581e+01 
 6.02559586e+04  2.21146546e+01 
 6.16595002e+04  2.21136039e+01 
 6.30957344e+04  2.21125038e+01 
 6.45654229e+04  2.21113519e+01 
 6.60693448e+04  2.21101459e+01 
 6.76082975e+04  2.21088831e+01 
 6.91830971e+04  2.21075609e+01 
 7.07945784e+04  2.21061765e+01 
 7.24435960e+04  2.21047270e+01 
 7.41310241e+04  2.21032093e+01 
 7.58577575e+04  2.21016203e+01 
 7.76247117e+04  2.20999566e+01 
 7.94328235e+04  2.20982146e+01 
 8.12830516e+04  2.20963908e+01 
 8.31763771e+04  2.20944813e+01 
 8.51138038e+04  2.20924821e+01 
 8.70963590e+04  2.20903889e+01 
 8.91250938e+04  2.20881974e+01 
 9.12010839e+04  2.20859029e+01 
